,City,longitude,latitude
719,BOCHUM,51.483,7.217
720,BOCKAU,50.544,12.692
721,BOCKENAU,49.833,7.683
722,BOCKENEM,52.017,10.133
723,BOCKENHEIM AN DER WEINSTRASSE,49.600,8.183
724,BOCKHORN,48.317,11.983
725,BOCKHORN,53.400,8.017
726,BODELSHAUSEN,48.400,8.967
727,BODENFELDE,51.633,9.550
728,BODENHEIM,49.933,8.317
729,BODENKIRCHEN,48.383,12.383
730,BODENMAIS,49.067,13.100
731,BODENTEICH,52.833,10.683
732,BODENWERDER,51.983,9.517
733,BODENWÖHR,49.267,12.300
734,BODMAN-LUDWIGSHAFEN,47.817,9.067
735,BODNEGG,47.717,9.700
736,BODOLZ,47.567,9.667
737,BOFFZEN,51.750,9.383
738,BOGEN,48.917,12.700
739,BOHMTE,52.367,8.317
740,BOIZENBURG,53.383,10.719
741,BOKEL,53.400,8.767
742,BOKHOLT-HANREDDER,53.783,9.717
743,BOLANDEN,49.633,8.017
744,BOLL,48.633,9.617
745,BOLLENDORF,49.850,6.367
746,BOLLINGSTEDT,54.600,9.417
747,BOLLSCHWEIL,47.917,7.783
748,BOMLITZ,52.900,9.667
749,BONDORF,48.517,8.833
750,BONN,50.733,7.100
751,BONNDORF IM SCHWARZWALD,47.817,8.350
752,BOOS,48.083,10.200
753,BOOSTEDT,54.017,10.017
754,BOPFINGEN,48.850,10.350
755,BOPPARD,50.233,7.583
756,BORCHEN,51.667,8.733
757,BORDELUM,54.633,8.933
758,BORDESHOLM,54.183,10.033
759,BORGENTREICH,51.583,9.250
760,BORGHOLZHAUSEN,52.100,8.300
761,BORGSDORF,52.713,13.269
762,BORGSTEDT,54.333,9.717
763,BORKEN,51.850,6.850
764,BORKEN (HESSEN),51.050,9.283
765,BORKUM,53.583,6.667
766,BORNA,51.128,12.507
767,BORNA,51.312,13.180
768,BORNE,51.947,11.558
769,BORNHEIM,50.767,6.983
770,BORNHÖVED,54.067,10.233
771,BORNICH,50.133,7.767
772,BORNSTEDT,51.479,11.485
773,BORSDORF,51.346,12.536
774,BORSTEL,52.667,8.967
775,BORSTEL-HOHENRADEN,53.683,9.817
776,BORSTENDORF,50.771,13.181
777,BOSAU,54.117,10.433
778,BOTHEL,53.067,9.500
779,BOTTENDORF,51.305,11.403
780,BOTTROP,51.533,6.933
781,BOVENDEN,51.583,9.917
782,BOXBERG,49.483,9.650
783,BOXBERG,51.413,14.581
784,BOXDORF,51.119,13.699
785,BRACHBACH,50.817,7.950
786,BRACHTTAL,50.300,9.300
787,BRACKEL,53.300,10.050
788,BRACKENHEIM,49.083,9.067
789,BRAKE (UNTERWESER),53.333,8.483
790,BRAKEL,51.717,9.183
791,BRAMSCHE,52.417,7.983
792,BRAMSTEDT,53.367,8.700
793,BRAND,49.967,11.917
794,BRAND-ERBISDORF,50.867,13.322
795,BRANDENBURG,52.413,12.552
796,BRANDIS,51.330,12.609
797,BRANDSHAGEN,54.243,13.184
798,BRANNENBURG,47.750,12.100
799,BRAUBACH,50.267,7.650
800,BRAUNEBERG,49.917,6.983
801,BRAUNFELS,50.517,8.383
802,BRAUNLAGE,51.733,10.617
803,BRAUNSBACH,49.200,9.800
804,BRAUNSBEDRA,51.282,11.884
805,BRAUNSCHWEIG,52.267,10.533
806,BRAUNSDORF,51.016,13.574
807,BRECHEN,50.367,8.167
808,BRECKERFELD,51.267,7.467
809,BREDDORF,53.300,9.083
810,BREDSTEDT,54.617,8.967
811,BREHNA,51.557,12.207
812,BREIDENBACH,50.883,8.450
813,BREIHOLZ,54.217,9.533
814,BREISACH AM RHEIN,48.033,7.583
815,BREITBRUNN AM CHIEMSEE,47.883,12.400
816,BREITENAU,50.849,13.163
817,BREITENBACH,49.433,7.267
818,BREITENBACH AM HERZBERG,50.783,9.517
819,BREITENBERG,48.700,13.800
820,BREITENBRUNN,48.133,10.400
821,BREITENBRUNN,49.083,11.617
822,BREITENBRUNN,50.479,12.768
823,BREITENBURG,53.900,9.567
824,BREITENFELDE,53.600,10.633
825,BREITENGÜSSBACH,49.967,10.883
826,BREITENWORBIS,51.411,10.431
827,BREITNAU,47.933,8.083
828,BREITSCHEID,50.600,7.450
829,BREITSCHEID,50.683,8.183
830,BREITUNGEN,50.764,10.330
831,BREKLUM,54.600,8.983
832,BREMEN,53.083,8.817
833,BREMERHAVEN,53.550,8.583
834,BREMERVÖRDE,53.483,9.150
835,BRENNBERG,49.067,12.400
836,BRENSBACH,49.767,8.883
837,BRETNIG,51.151,14.066
838,BRETTEN,49.033,8.717
839,BRETZENHEIM,49.883,7.900
840,BRETZFELD,49.183,9.450
841,BREUBERG,49.817,9.050
842,BREUNA,51.417,9.183
843,BREY,50.267,7.633
844,BRIEDEL,50.017,7.150
845,BRIESELANG,52.592,13.000
846,BRIESEN,52.342,14.280
847,BRIESKE,51.507,13.978
848,BRIESKOW-FINKENHEERD,52.255,14.580
849,BRIETLINGEN,53.333,10.450
850,BRIGACHTAL,48.017,8.467
851,BRILON,51.400,8.567
852,BRITZ,52.878,13.817
853,BROCKEL,53.100,9.517
854,BROCKUM,52.467,8.417
855,BROHL-LÜTZING,50.483,7.333
856,BROKSTEDT,54.000,9.817
857,BROMBACHTAL,49.733,8.950
858,BROME,52.600,10.950
859,BROMSKIRCHEN,51.100,8.633
860,BROTTERODE,50.826,10.446
861,BRUCHHAUSEN-VILSEN,52.833,9.000
862,BRUCHKÖBEL,50.183,8.917
863,BRUCHMÜHLBACH-MIESAU,49.383,7.433
864,BRUCHSAL,49.117,8.583
865,BRUCK IN DER OBERPFALZ,49.250,12.317
866,BRUCKBERG,48.517,12.000
867,BRUCKBERG,49.367,10.700
868,BRUCKMÜHL,47.883,11.917
869,BRUNNEN,48.633,11.300
870,BRUNNTHAL,48.000,11.683
871,BRUNSBEK,53.600,10.267
872,BRUNSBÜTTEL,53.900,9.150
873,BRUTTIG-FANKEL,50.133,7.233
874,BRÄUNLINGEN,47.933,8.450
875,BRÄUNSDORF,50.936,13.217
876,BRÖCKEL,52.517,10.217
877,BRÜCK,52.202,12.765
878,BRÜCKEN,49.633,7.117
879,BRÜCKEN (PFALZ),49.433,7.367
880,BRÜEL,53.741,11.712
881,BRÜGGEN,51.250,6.183
882,BRÜGGEN,52.050,9.783
883,BRÜHL,49.400,8.533
884,BRÜHL,50.833,6.900
885,BRÜNLOS,50.688,12.826
886,BUBENREUTH,49.633,11.017
887,BUBESHEIM,48.433,10.250
888,BUCH,48.233,10.183
889,BUCH AM BUCHRAIN,48.217,12.000
890,BUCH AM ERLBACH,48.450,12.033
891,BUCHBACH,48.317,12.267
892,BUCHDORF,48.783,10.833
893,BUCHEN (ODENWALD),49.517,9.333
894,BUCHENBACH,47.967,8.017
895,BUCHENBERG,47.700,10.233
896,BUCHHOLZ (ALLER),52.683,9.683
897,BUCHHOLZ (WESTERWALD),50.683,7.400
898,BUCHHOLZ IN DER NORDHEIDE,53.333,9.883
899,BUCHLOE,48.033,10.733
900,BUCKENHOF,49.600,11.050
901,BUCKOW,52.569,14.080
902,BUDENHEIM,50.017,8.167
903,BUGGINGEN,47.850,7.633
904,BULLAY,50.050,7.133
905,BUNDE,53.183,7.267
906,BUNDENBACH,49.850,7.383
907,BUNDORF,50.217,10.517
908,BURBACH,50.750,8.083
909,BURG,51.837,14.149
910,BURG,52.273,11.854
911,BURG (DITHMARSCHEN),54.000,9.267
912,BURG AUF FEHMARN,54.433,11.200
913,BURG STARGARD,53.498,13.308
914,BURGAU,48.433,10.417
915,BURGBERG IM ALLGÄU,47.533,10.283
916,BURGBERNHEIM,49.450,10.333
917,BURGBROHL,50.467,7.283
918,BURGDORF,52.150,10.217
919,BURGDORF,52.450,10.017
920,BURGEBRACH,49.833,10.750
921,BURGGEN,47.783,10.817
922,BURGHASLACH,49.733,10.600
923,BURGHAUN,50.700,9.733
924,BURGHAUSEN,48.167,12.833
925,BURGHEIM,48.700,11.017
926,BURGKIRCH AN DER ALZ,48.167,12.733
927,BURGKUNSTADT,50.133,11.250
928,BURGLAUER,50.283,10.183
929,BURGLENGENFELD,49.217,12.050
930,BURGOBERBACH,49.233,10.600
931,BURGPREPPACH,50.133,10.650
932,BURGRIEDEN,48.233,9.933
933,BURGSCHWALBACH,50.283,8.083
934,BURGSINN,50.150,9.650
935,BURGSTETTEN,48.933,9.367
936,BURGSTÄDT,50.917,12.815
937,BURGTHANN,49.350,11.317
938,BURGWALD,51.000,8.750
939,BURGWEDEL,52.500,9.867
940,BURGWINDHEIM,49.833,10.600
941,BURK,49.133,10.483
942,BURKARDROTH,50.267,10.000
943,BURKAU,51.177,14.176
944,BURKHARDSWALDE,51.078,13.434
945,BURKHARDTSDORF,50.741,12.924
946,BURLADINGEN,48.300,9.117
947,BURSCHEID,51.083,7.117
948,BURTENBACH,48.333,10.450
949,BUSDORF,54.483,9.550
950,BUSECK,50.617,8.783
951,BUSENBERG,49.133,7.833
952,BUTJADINGEN,53.550,8.350
953,BUTTENHEIM,49.800,11.033
954,BUTTENWIESEN,48.600,10.717
955,BUTTSTÄDT,51.122,11.414
956,BUTZBACH,50.433,8.667
957,BUXHEIM,48.000,10.133
958,BUXHEIM,48.800,11.300
959,BUXTEHUDE,53.483,9.700
960,BÄRENSTEIN,50.502,13.029
961,BÄRNAU,49.817,12.433
962,BÖBING,47.750,10.983
963,BÖBINGEN AN DER REMS,48.817,9.917
964,BÖBLINGEN,48.683,9.017
965,BÖBRACH,49.067,13.033
966,BÖHL-IGGELHEIM,49.367,8.317
967,BÖHLEN,51.204,12.384
968,BÖHMENKIRCH,48.683,9.933
969,BÖHRINGEN,51.030,13.154
970,BÖNEBÜTTEL,54.067,10.050
971,BÖNEN,51.600,7.767
972,BÖNNIGHEIM,49.050,9.100
973,BÖNNINGSTEDT,53.667,9.900
974,BÖRGER,52.917,7.533
975,BÖRLN,51.378,12.934
976,BÖRNICHEN,50.750,13.145
977,BÖRNSEN,53.467,10.283
978,BÖRSBORN,49.433,7.400
979,BÖRSSUM,52.067,10.583
980,BÖRTLINGEN,48.750,9.633
981,BÖSDORF,54.133,10.483
982,BÖSEL,53.000,7.950
983,BÖSINGEN,48.233,8.567
984,BÖTTINGEN,48.100,8.800
985,BÖTZINGEN,48.067,7.717
986,BÖTZOW,52.656,13.144
987,BÜCHEL,50.167,7.083
988,BÜCHEN,53.483,10.617
989,BÜCHENBACH,49.267,11.050
990,BÜCHLBERG,48.667,13.517
991,BÜCKEBURG,52.267,9.050
992,BÜCKEN,52.783,9.133
993,BÜDDENSTEDT,52.167,11.017
994,BÜDELSDORF,54.317,9.667
995,BÜDINGEN,50.283,9.100
996,BÜHL,48.700,8.133
997,BÜHLERTAL,48.683,8.200
998,BÜHLERTANN,49.050,9.917
999,BÜHLERZELL,49.000,9.917
1000,BÜLKAU,53.750,8.983
1001,BÜNDE,52.200,8.583
1002,BÜREN,51.550,8.567
1003,BÜRGEL,50.943,11.746
1004,BÜRGSTADT,49.717,9.267
1005,BÜRSTADT,49.650,8.450
1006,BÜSINGEN,47.700,8.683
1007,BÜSUM,54.133,8.867
1008,BÜTTELBORN,49.900,8.517
1009,BÜTTHARD,49.600,9.867
1010,BÜTZOW,53.849,11.981
1011,CADENBERGE,53.767,9.050
1012,CADOLZBURG,49.467,10.850
1013,CAINSDORF,50.683,12.493
1014,CALAU,51.750,13.958
1015,CALBE,51.904,11.768
1016,CALBERLAH,52.417,10.617
1017,CALDEN,51.417,9.400
1018,CALVÖRDE,52.399,11.299
1019,CALW,48.733,8.733
1020,CAMBERG,50.300,8.267
1021,CAMBURG,51.057,11.710
1022,CAPPELN (OLDENBURG),52.817,8.117
1023,CAPUTH,52.349,13.000
1024,CARLOW,53.757,10.935
1025,CARLSBERG,49.500,8.033
1026,CASTROP-RAUXEL,51.550,7.317
1027,CELLE,52.633,10.083
1028,CHAM,49.217,12.667
1029,CHAMERAU,49.200,12.750
1030,CHEMNITZ,50.830,12.917
1031,CHIEMING,47.900,12.533
1032,CHIEMSEE,47.867,12.400
1033,CLAUSEN,49.267,7.683
1034,CLAUSNITZ,50.741,13.489
1035,CLAUSSNITZ,50.938,12.888
1036,CLAUSTHAL-ZELLERFELD,51.800,10.333
1037,CLEEBRONN,49.050,9.033
1038,CLENZE,52.933,10.950
1039,CLOPPENBURG,52.850,8.050
1040,COBURG,50.267,10.967
1041,COCHEM,50.150,7.167
1042,COESFELD,51.933,7.167
1043,COLBITZ,52.321,11.608
1044,COLDITZ,51.138,12.798
1045,COLLENBERG,49.783,9.333
1046,COLMBERG,49.350,10.417
1047,COLMNITZ,50.911,13.493
1048,CONRADSDORF,50.950,13.377
1049,CONTWIG,49.250,7.433
1050,COPPENBRÜGGE,52.117,9.550
1051,CORNBERG,51.050,9.867
1052,COSSEBAUDE,51.089,13.632
1053,COSWIG,51.126,13.577
1054,COSWIG,51.888,12.442
1055,COTTA,50.906,13.971
1056,COTTBUS,51.766,14.335
1057,CRAILSHEIM,49.133,10.067
1058,CRANZAHL,50.514,12.993
1059,CRAWINKEL,50.782,10.791
1060,CREGLINGEN,49.467,10.033
1061,CREMLINGEN,52.250,10.650
1062,CREUSSEN,49.850,11.633
1063,CREUZBURG,51.055,10.243
1064,CRIMMITSCHAU,50.817,12.388
1065,CRINITZ,51.741,13.761
1066,CRIVITZ,53.580,11.646
1067,CROSSEN,50.757,12.493
1068,CROSTAU,51.080,14.471
1069,CROSTWITZ,51.241,14.250
1070,CROTTENDORF,50.521,12.949
1071,CUNERSDORF,50.557,13.007
1072,CUNEWALDE,51.099,14.529
1073,CUXHAVEN,53.867,8.700
1074,CÄMMERSWALDE,50.709,13.500
1075,CÖLBE,50.850,8.783
1076,DAADEN,50.733,7.967
1077,DACHAU,48.267,11.433
1078,DACHSBACH,49.650,10.700
1079,DACHSBERG (SÜDSCHWARZWALD),47.717,8.100
1080,DAGEBÜLL,54.733,8.717
1081,DAHLEM,50.383,6.550
1082,DAHLEN,51.365,13.000
1083,DAHLENBURG,53.200,10.750
1084,DAHLEWITZ,52.326,13.443
1085,DAHME,51.872,13.428
1086,DAHME,54.217,11.083
1087,DAHN,49.150,7.783
1088,DAISENDORF,47.717,9.267
1089,DALLGOW,52.539,13.083
1090,DAMMBACH,49.867,9.333
1091,DAMP,54.583,9.983
1092,DANNDORF,52.433,10.917
1093,DANNEBERG (ELBE),53.100,11.100
1094,DANNSTADT-SCHAUERHEIM,49.433,8.317
1095,DARGUN,53.897,12.859
1096,DARMSTADT,49.867,8.650
1097,DASING,48.383,11.050
1098,DASSEL,51.800,9.683
1099,DASSENDORF,53.500,10.383
1100,DASSOW,53.911,10.981
1101,DATTELN,51.650,7.350
1102,DATTENBERG,50.550,7.300
1103,DAUCHINGEN,48.083,8.550
1104,DAUN,50.200,6.833
1105,DAUSENAU,50.333,7.767
1106,DAUTPHETAL,50.867,8.550
1107,DECKENPFRONN,48.650,8.817
1108,DEDELEBEN,52.037,10.888
1109,DEDELSTORF,52.700,10.500
1110,DEENSEN,51.867,9.600
1111,DEGGENDORF,48.833,12.967
1112,DEGGENHAUSERTAL,47.783,9.400
1113,DEGGINGEN,48.600,9.717
1114,DEIDESHEIM,49.400,8.183
1115,DEILINGEN,48.183,8.783
1116,DEINING,49.217,11.533
1117,DEININGEN,48.867,10.567
1118,DEINSTE,53.533,9.450
1119,DEISENHAUSEN,48.250,10.333
1120,DEISSLINGEN,48.067,8.600
1121,DEIZISAU,48.717,9.383
1122,DELBRÜCK,51.767,8.567
1123,DELITZSCH,51.525,12.337
1124,DELLFELD,49.233,7.483
1125,DELLIGSEN,51.950,9.800
1126,DELMENHORST,53.050,8.633
1127,DEMITZ,51.149,14.254
1128,DEMMIN,53.908,13.047
1129,DENKENDORF,48.700,9.317
1130,DENKENDORF,48.933,11.467
1131,DENKINGEN,48.117,8.733
1132,DENKLINGEN,47.917,10.850
1133,DENKTE,52.150,10.617
1134,DENTLEIN AM FORST,49.150,10.417
1135,DENZLINGEN,48.067,7.883
1136,DERENBURG,51.874,10.907
1137,DERMBACH,50.718,10.123
1138,DERNAU,50.533,7.050
1139,DERNBACH (WESTERWALD),50.467,7.783
1140,DERSUM,52.967,7.283
1141,DESPETAL,52.100,9.817
1142,DESSAU,51.835,12.236
1143,DETERN,53.217,7.683
1144,DETMOLD,51.933,8.883
1145,DETTELBACH,49.800,10.167
1146,DETTENHAUSEN,48.617,9.100
1147,DETTENHEIM,49.167,8.417
1148,DETTIGHOFEN,47.617,8.483
1149,DETTINGEN AN DER EMS,48.533,9.350
1150,DETTINGEN AN DER ILLER,48.117,10.117
1151,DETTINGEN UNTER TECK,48.617,9.450
1152,DETTUM,52.167,10.667
1153,DEUBEN,51.112,12.072
1154,DEUERLING,49.033,11.900
1155,DEUTSCH EVERN,53.200,10.433
1156,DEUTSCHEINSIEDEL,50.633,13.493
1157,DEUTSCHNEUDORF,50.615,13.467
1158,DEUTZEN,51.117,12.435
1159,DIEBLICH,50.317,7.467
1160,DIEBURG,49.900,8.833
1161,DIEDORF,48.350,10.783
1162,DIEKHOLZEN,52.100,9.933
1163,DIELHEIM,49.283,8.733
1164,DIEMELSEE,51.367,8.800
1165,DIEMELSTADT,51.483,9.017
1166,DIENHEIM,49.833,8.350
1167,DIEPENAU,52.417,8.733
1168,DIEPHOLZ,52.600,8.367
1169,DIERA,51.202,13.445
1170,DIERDORF,50.550,7.667
1171,DIESKAU,51.433,12.043
1172,DIESPECK,49.600,10.633
1173,DIESSEN AM AMMERSEE,47.950,11.100
1174,DIETENHEIM,48.217,10.067
1175,DIETENHOFEN,49.400,10.683
1176,DIETERSBURG,48.500,12.933
1177,DIETERSHEIM,49.550,10.533
1178,DIETFURT AN DER ALTMÜHL,49.033,11.583
1179,DIETINGEN,48.200,8.650
1180,DIETMANNSRIED,47.817,10.283
1181,DIETRAMSZELL,47.850,11.583
1182,DIETZENBACH,50.017,8.783
1183,DIETZHÖLZTAL,50.833,8.317
1184,DIEZ,50.367,8.017
1185,DILLENBURG,50.733,8.283
1186,DILLINGEN AN DER DONAU,48.583,10.500
1187,DILLINGEN/SAAR,49.350,6.733
1188,DINGELSTEDT,51.979,10.974
1189,DINGELSTÄDT,51.317,10.319
1190,DINGOLFING,48.633,12.500
1191,DINGOLSHAUSEN,49.900,10.383
1192,DINKELSBÜHL,49.067,10.317
1193,DINKELSCHERBEN,48.350,10.600
1194,DINKLAGE,52.667,8.117
1195,DINSLAKEN,51.567,6.733
1196,DIPPERZ,50.550,9.800
1197,DIPPOLDISWALDE,50.892,13.674
1198,DIRLEWANG,48.000,10.500
1199,DIRMSTEIN,49.567,8.250
1200,DISCHINGEN,48.700,10.367
1201,DISSEN AM TEUTOBURGER WALD,52.117,8.200
1202,DISSENCHEN,51.766,14.390
1203,DITFURT,51.837,11.201
1204,DITTELBRUNN,50.083,10.217
1205,DITTELSDORF,50.954,14.897
1206,DITTELSHEIM-HESSLOCH,49.750,8.233
1207,DITTENHEIM,49.050,10.783
1208,DITTERSBACH,51.039,13.993
1209,DITTERSDORF,50.759,13.014
1210,DITZINGEN,48.833,9.067
1211,DOBEL,48.800,8.500
1212,DOBERLUG-KIRCHHAIN,51.628,13.563
1213,DOBERSCHAU,51.154,14.401
1214,DOGERN,47.617,8.167
1215,DOHNA,50.959,13.862
1216,DOLLART,53.283,7.233
1217,DOLLERN,53.533,9.550
1218,DOLLNSTEIN,48.867,11.067
1219,DOMBÜHL,49.250,10.283
1220,DOMMERSHAUSEN,50.150,7.400
1221,DOMMITZSCH,51.642,12.886
1222,DONAUESCHINGEN,47.950,8.500
1223,DONAUSTAUF,49.033,12.217
1224,DONAUWÖRTH,48.717,10.783
1225,DONNERSDORF,49.967,10.417
1226,DONSIEDERS,49.267,7.650
1227,DONZDORF,48.683,9.817
1228,DORFCHEMNITZ,50.670,12.841
1229,DORFEN,48.267,12.150
1230,DORFHAIN,50.936,13.565
1231,DORFPROZELTEN,49.783,9.383
1232,DORMAGEN,51.100,6.833
1233,DORMITZ,49.600,11.117
1234,DORNBURG,50.500,8.017
1235,DORNDORF,50.842,10.91
1236,DORNHAN,48.350,8.517
1237,DORNSTADT,48.467,9.950
1238,DORNSTETTEN,48.467,8.500
1239,DORNUM,53.650,7.433
1240,DORNUMERSIEL,53.683,7.483
1241,DORSTEN,51.667,6.967
1242,DORTMUND,51.517,7.467
1243,DORUM,53.683,8.567
1244,DOSSENHEIM,49.450,8.667
1245,DOTTERNHAUSEN,48.233,8.800
1246,DRACHSELSRIED,49.100,13.017
1247,DRAGE,53.417,10.267
1248,DRAKENBURG,52.683,9.217
1249,DRANGSTEDT,53.617,8.750
1250,DRANSFELD,51.500,9.767
1251,DREBACH,50.677,13.022
1252,DREBBER,52.650,8.417
1253,DREBKAU,51.656,14.231
1254,DREIEICH,50.017,8.700
1255,DREIS,49.933,6.817
1256,DRENSTEINFURT,51.800,7.733
1257,DRENTWEDE,52.750,8.567
1258,DRESDEN,51.050,13.739
1259,DRIEDORF,50.633,8.183
1260,DROCHTERSEN,53.717,9.383
1261,DROLSHAGEN,51.033,7.783
1262,DROYSSIG,51.044,12.033
1263,DUCHEROW,53.766,13.788
1264,DUDELDORF,49.967,6.633
1265,DUDENHOFEN,49.317,8.383
1266,DUDERSTADT,51.517,10.267
1267,DUGGENDORF,49.117,11.933
1268,DUINGEN,52.000,9.700
1269,DUISBURG,51.433,6.767
1270,DUNNINGEN,48.217,8.500
1271,DUNUM,53.600,7.650
1272,DURACH,47.700,10.333
1273,DURBACH,48.500,8.017
1274,DURLANGEN,48.850,9.800
1275,DURMERSHEIM,48.933,8.267
1276,DUSSLINGEN,48.450,9.050
1277,DÄNISCHENHAGEN,54.433,10.133
1278,DÖBELN,51.124,13.118
1279,DÖBERN,51.615,14.599
1280,DÖHLAU,50.283,11.950
1281,DÖLLINGEN-KAHLA,51.484,13.592
1282,DÖLLNITZ,51.408,12.025
1283,DÖLZIG,51.353,12.199
1284,DÖMITZ,53.138,11.250
1285,DÖRENTRUP,52.033,9.000
1286,DÖRFLES-ESBACH,50.283,11.000
1287,DÖRNTHAL,50.734,13.337
1288,DÖRPEN,52.967,7.317
1289,DÖRVERDEN,52.850,9.233
1290,DÖRZBACH,49.383,9.717
1291,DÖTLINGEN,52.933,8.383
1292,DÜLMEN,51.833,7.283
1293,DÜNGENHEIM,50.267,7.167
1294,DÜNSEN,52.917,8.633
1295,DÜRBHEIM,48.050,8.800
1296,DÜREN,50.800,6.483
1297,DÜRMENTINGEN,48.117,9.533
1298,DÜRNAU,48.650,9.633
1299,DÜRRHENNERSDORF,51.050,14.621
1300,DÜRRLAUINGEN,48.467,10.433
1301,DÜRRWANGEN,49.117,10.383
1302,DÜRRÖHRSDORF,51.030,14.007
1303,DÜSSELDORF,51.233,6.783
1304,EBELEBEN,51.291,10.750
1305,EBELSBACH,49.983,10.683
1306,EBENHAUSEN,48.683,11.467
1307,EBENSFELD,50.067,10.950
1308,EBERBACH,49.467,8.983
1309,EBERDINGEN,48.883,8.967
1310,EBERGÖTZEN,51.567,10.100
1311,EBERHARDZELL,48.000,9.833
1312,EBERMANNSDORF,49.400,11.950
1313,EBERMANNSTADT,49.783,11.183
1314,EBERN,50.100,10.800
1315,EBERNHAHN,50.467,7.767
1316,EBERSBACH,51.011,14.596
1317,EBERSBACH,51.094,13.099
1318,EBERSBACH,51.243,13.658
1319,EBERSBACH AN DER FILS,48.717,9.517
1320,EBERSBACH-MUSBACH,47.983,9.583
1321,EBERSBERG,48.083,11.967
1322,EBERSBRUNN,50.658,12.442
1323,EBERSBURG,50.450,9.783
1324,EBERSDORF,51.080,14.699
1325,EBERSDORF BEI COBURG,50.217,11.067
1326,EBERSTADT,49.183,9.317
1327,EBERSWALDE-FINOW,52.830,13.813
1328,EBERTSHEIM,49.567,8.117
1329,EBHAUSEN,48.583,8.683
1330,EBNATH,49.950,11.933
1331,EBRACH,49.850,10.500
1332,EBRINGEN,47.967,7.783
1333,EBSDORFERGRUND,50.733,8.867
1334,EBSTORF,53.033,10.417
1335,ECHING,48.300,11.617
1336,ECHING,48.500,12.067
1337,ECHING AM AMMERSEE,48.083,11.117
1338,ECHZELL,50.400,8.883
1339,ECKARTSBERG,50.915,14.831
1340,ECKENTAL,49.583,11.250
1341,ECKERNFÖRDE,54.467,9.833
1342,ECKERSDORF,49.933,11.500
1343,EDDELAK,53.950,9.133
1344,EDDERITZ,51.695,11.931
1345,EDELSFELD,49.583,11.700
1346,EDEMISSEN,52.383,10.267
1347,EDENKOBEN,49.283,8.133
1348,EDERMÜNDE,51.217,9.450
1349,EDERTAL,51.150,9.117
1350,EDESHEIM,49.267,8.133
1351,EDEWECHT,53.133,7.983
1352,EDIGER-ELLER,50.100,7.167
1353,EDINGEN-NECKARHAUSEN,49.450,8.617
1354,EFFELTRICH,49.667,11.100
1355,EFRINGEN-KIRCHEN,47.650,7.567
1356,EGELN,51.943,11.433
1357,EGELSBACH,49.967,8.667
1358,EGENHAUSEN,48.567,8.617
1359,EGENHOFEN,48.283,11.167
1360,EGESTORF,53.200,10.067
1361,EGGEBEK,54.617,9.383
1362,EGGENFELDEN,48.400,12.767
1363,EGGENSTEIN-LEOPOLDSHAFEN,49.100,8.383
1364,EGGENTHAL,47.917,10.517
1365,EGGERMÜHLEN,52.567,7.817
1366,EGGERSDORF,52.539,13.822
1367,EGGESIN,53.683,14.081
1368,EGGINGEN,47.700,8.400
1369,EGGLHAM,48.533,13.067
1370,EGGOLSHEIM,49.767,11.067
1371,EGGSTÄTT,47.933,12.383
1372,EGING AM SEE,48.717,13.267
1373,EGLING,47.933,11.517
1374,EGLING AN DER PAAR,48.183,10.983
1375,EGLOFFSTEIN,49.700,11.250
1376,EGMATING,48.000,11.800
1377,EHEKIRCHEN,48.633,11.100
1378,EHINGEN,49.083,10.550
1379,EHINGEN (DONAU),48.283,9.733
1380,EHNINGEN,48.667,8.933
1381,EHRA-LESSIEN,52.567,10.783
1382,EHRENBERG,50.993,14.152
1383,EHRENBERG (RHÖN),50.500,10.000
1384,EHRENBURG,52.750,8.700
1385,EHRENFRIEDERSDORF,50.647,12.971
1386,EHRENKIRCHEN,47.917,7.750
1387,EHRINGSHAUSEN,50.600,8.383
1388,EIBAU,50.982,14.681
1389,EIBELSTADT,49.733,10.000
1390,EIBENSTOCK,50.495,12.601
1391,EICH,49.750,8.400
1392,EICHENAU,48.167,11.317
1393,EICHENBARLEBEN,52.170,11.399
1394,EICHENBÜHL,49.700,9.333
1395,EICHENDORF,48.633,12.850
1396,EICHENZELL,50.500,9.683
1397,EICHSTETTEN,48.100,7.750
1398,EICHSTÄTT,48.900,11.183
1399,EICHWALDE,52.376,13.629
1400,EICKENDORF,51.945,11.670
1401,EICKLINGEN,52.550,10.183
1402,EIGELTINGEN,47.867,8.900
1403,EILENBURG,51.454,12.623
1404,EILENSTEDT,51.986,11.037
1405,EILSLEBEN,52.149,11.205
1406,EIME,52.083,9.717
1407,EIMELDINGEN,47.633,7.600
1408,EIMEN,51.883,9.783
1409,EIMKE,52.967,10.317
1410,EINBECK,51.817,9.867
1411,EINHAUSEN,49.667,8.550
1412,EINSIEDEL,50.771,12.975
1413,EISDORF,51.767,10.183
1414,EISELFING,48.050,12.233
1415,EISENACH,50.977,10.315
1416,EISENBACH (HOCHSCHWARZWALD),47.950,8.267
1417,EISENBERG,50.972,11.899
1418,EISENBERG (PFALZ),49.567,8.067
1419,EISENHEIM,49.883,10.167
1420,EISENHÜTTENSTADT,52.151,14.634
1421,EISFELD,50.431,10.910
1422,EISINGEN,48.950,8.667
1423,EISINGEN,49.767,9.833
1424,EISLEBEN,51.532,11.543
1425,EISLINGEN/FILS,48.700,9.700
1426,EITELBORN,50.383,7.717
1427,EITENSHEIM,48.817,11.317
1428,EITERFELD,50.767,9.800
